ID,Title,Abstract,Keywords,Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,Authors,Year,Source_Name,Publication_Type
"22","Efficient Twin Migration in Vehicular Metaverses: Multi-Agent Split Deep Reinforcement Learning with Spatio-Temporal Trajectory Generation","Vehicle Twins (VTs) as digital representations of vehicles can provide users with immersive experiences in vehicular metaverse applications, e.g., Augmented Reality (AR) navigation and embodied intelligence. VT migration is an effective way that migrates the VT when the locations of physical entities keep changing to maintain seamless immersive VT services. However, an efficient VT migration is challenging due to the rapid movement of vehicles, dynamic workloads of Roadside Units (RSUs), and heterogeneous resources of the RSUs. To achieve efficient migration decisions and a minimum latency for the VT migration, we propose a multi-agent split Deep Reinforcement Learning (DRL) framework combined with spatio-temporal trajectory generation.","Digital Twins, service migration, deep reinforcement learning, vehicular metaverse","Vehicular Metaverse","VT Migration, Resource Optimization, Trajectory Generation","Multi-agent split DRL framework with spatio-temporal trajectory generation","Vehicles and RSUs as decentralized agents","Multi-Agent Split Reinforcement Learning (MSRL) with adaptive switching between client-side and server-side models","Simulation and numerical analysis","Comparison with Local-Edge Model, Local-Model, Full Migration, and Random Migration baselines","Dynamic network conditions, computational demands, privacy concerns","Existing methods lack adaptability to real-time changes and efficient resource utilization","Simulation may not fully capture real-world network dynamics","Junlong Chen, Jiawen Kang, Minrui Xu, Fan Wu, Hongliang Zhang, Huawei Huang, Dusit Niyato, Shiwen Mao","2023","IEEE Conference Paper","Conference Paper"
"23","Environmental Cognition-Driven Hierarchical Decision-Making for Air-Ground Collaborative Communication","The unparalleled communication and sensing capabilities of the 6th generation (6G) networks can fulfill the diverse requirements of emerging scenarios like the metaverse. However, several issues such as queue transmission between numerous heterogeneous nodes and difficulties in understanding complex and dynamic environments from high-level cognition urgently need to be addressed. In response, this paper proposes an environmental cognition-driven method based on graph convolutional networks (GCNs), which comprehensively considers node positions, task queues, and frequency conflicts, then optimizing node clustering to cope with complex and dynamic electromagnetic environments. In the meanwhile, to overcome the limitations of conventional reinforcement learning (RL) methods in addressing the increasing complexities of multi-task and multi-granularity decision-making, a hierarchical reinforcement learning (HRL) method based on the actor-critic (AC) framework is proposed to quick decisionmaking for air-ground collaborative communication. Numerical results demonstrate that the proposed environmental cognitiondriven hierarchical decision-making method can reduce redundant interactions among nodes and improve the transmission rate.","environmental cognition-driven, air-ground collaborative communication, hierarchical reinforcement learning, graph convolutional network, multi-agent spectrum allocation","6G Network","Air-ground collaborative communication in complex urban environments for 6G networks","The system architecture includes three layers: ground node communication decision-making layer, UAV trajectory planning layer, and cluster association decision-making layer. It utilizes GCN for environmental cognition and HRL based on AC framework for hierarchical decision-making.","UAVs and ground nodes act as agents. UAVs provide dynamic network deployment and task queue offloading, while ground nodes generate and transmit queues. Clusters of ground nodes and UAVs collaborate for efficient communication.","The method uses GCN to aggregate node features for clustering, considering building occlusion, node positions, task queues, and frequency relationships. HRL based on AC framework is employed for hierarchical decision-making, decomposing complex tasks into sub-tasks to reduce state and action space complexity.","Numerical simulations and comparative analysis, evaluating performance by measuring accumulated queues of UAVs and ground nodes, and comparing results with and without environmental cognition.","Simulations conducted with three clusters of ground nodes, three UAVs, and a jammer in a complex urban environment. Parameters include UAV altitude, movement speed, ground node positions, frequency bands, and power configurations.","Queue transmission between heterogeneous nodes, understanding complex dynamic environments from high-level cognition, and addressing multi-task and multi-granularity decision-making complexities.","Existing methods lack efficient environmental cognition-driven hierarchical decision-making frameworks for air-ground collaborative communication in complex urban environments, and conventional RL methods struggle with multi-dimensional decision-making.","Simulations are conducted in a controlled environment with specific configurations, and the method's performance in extremely dynamic and large-scale real-world scenarios remains to be verified.","Runhe Wang, Yang Huang","2024","2024 IEEE/CIC International Conference on Communications in China (ICCC Workshops)","Conference article"
"24","Enabling the Wireless Metaverse via Semantic Multiverse Communication","Metaverse over wireless networks is an emerging use case of the sixth generation (6G) wireless systems, posing unprecedented challenges in terms of its multi-modal data transmissions with stringent latency and reliability requirements. Towards enabling this wireless metaverse, in this article we propose a novel semantic communication (SC) framework by decomposing the metaverse into human/machine agent-specific semantic multiverses (SMs). An SM stored at each agent comprises a semantic encoder and a generator, leveraging recent advances in generative artificial intelligence (AI). To improve communication efficiency, the encoder learns the semantic representations (SRs) of multi-modal data, while the generator learns how to manipulate them for locally rendering scenes and interactions in the metaverse. Since these learned SMs are biased towards local environments, their success hinges on synchronizing heterogeneous SMs in the background while communicating SRs in the foreground, turning the wireless metaverse problem into the problem of semantic multiverse communication (SMC). Based on this SMC architecture, we propose several promising algorithmic and analytic tools for modeling and designing SMC, ranging from distributed learning and multi-agent reinforcement learning (MARL) to signaling games and symbolic AI.","Metaverse, extended reality (XR), semantic communication, signaling game, federated learning, split learning, multi-agent reinforcement learning, symbolic artificial intelligence","Wireless Networks","6G Wireless Systems, Semantic Communication, Generative AI","Semantic Multiverse Communication (SMC) with Semantic Encoder, Generator, and Knowledge Base","Human and Machine Agents","Distributed Learning, MARL, Signaling Games, Symbolic AI","Simulation with MNIST and Fashion MNIST datasets","Toy implementation comparing FL and SL for SMC","Heterogeneous SMs, Latency, Reliability, Multi-modal Data","Lack of interoperability in heterogeneous SMs, High communication overhead","Limited to simulation with simple datasets, Scalability issues with complex environments","Jihong Park, Jinho Choi, Seong-Lyun Kim, Mehdi Bennis","2023","IEEE International Conference on Sensing, Communication, and Networking (SECON)","Conference Paper"
"25","Federated Learning for improved prediction of failures in Autonomous Guided Vehicles","Autonomous Guided Vehicles (AGVs) are nowadays an indispensable component of production lines in smart manufacturing. Managing the fleet of AGVs covers not only the delegation of operational tasks but also the monitoring of AGVs activity and health condition by applying tailored Machine Learning-based methods to detect anomalies in various signals gathered by edge IoT devices mounted on board. Detecting anomalies requires appropriate prediction of selected signals based on multiple types of sensor readings. Momentary energy consumption is one of the signals that can indicate abnormal states in AGVs. In this paper, we show that the prediction of this signal can be improved with the Federated Learning (FL) approach that involves exchanging experience gained by particular AGVs. This paper significantly extends the conference paper (Shubyn et al., 2022) with the new multi-round approach to building global prediction models and recent experiments on real data streams produced by AGVs designed by the AIUT company. The results of our experiments prove that in the AGV operational environments with distributed knowledge Federated Learning performs better than traditional centralized approaches and that frequent synchronization of experience may lead to better prediction quality.","Federated Learning, Autonomous Guided Vehicles, Smart manufacturing, Prediction, Industry 4.0","Smart Manufacturing Platform","Improving failure prediction in Autonomous Guided Vehicles using Federated Learning","The system architecture includes edge IoT devices on AGVs for data collection, an OPC UA Server for data exposure, and a cloud environment with a Cloud Federated Learning module for global model aggregation. It also involves Edge Data Acquisition and Edge Federated Learning modules.","AGVs act as agents that collect sensor data and train local prediction models. The cloud server aggregates these models to form a global model, which is then shared back with AGVs to update their local models.","The behavior mechanism uses Federated Learning with a multi-round approach. Local models on AGVs are trained on sensor data, and then aggregated at a cloud server to create a global model. The global model is used to update local models, improving prediction accuracy over multiple rounds.","Numerical simulations and experiments on real data streams from AGVs, evaluating prediction performance using metrics such as Mean Squared Error (MSE), Mean Absolute Percentage Error (MAPE), and comparing results with traditional centralized approaches.","Experiments conducted using data from AIUT's Formica-1 AGVs, with virtual clients simulating multiple AGVs. Data sets were split into multiple rounds for training and testing, with models evaluated on momentary energy consumption prediction.","Managing distributed knowledge in AGV fleets, improving anomaly detection through accurate signal prediction, and optimizing communication and data exchange between AGVs.","Existing methods lack effective use of distributed learning for AGV failure prediction, and traditional centralized approaches struggle with data privacy and communication overhead in complex manufacturing environments.","The data set used is not publicly available, and the experiments focus on specific AGV models and operational scenarios, limiting generalizability to other environments.","Bohdan Shubyn, Daniel Kostrzewa, Piotr Grzesik, Paweł Benecki, Taras Maksymyuk, Vaidy Sunderam, Jia-Hao Syu, Jerry Chun-Wei Lin, Dariusz Mrozek","2023","Journal of Computational Science","Journal article"
"26","Human-Centric Resource Allocation for the Metaverse With Multiaccess Edge Computing","Multiaccess edge computing (MEC) is a promising solution to the computation-intensive, low-latency rendering tasks of the metaverse. However, how to optimally allocate limited communication and computation resources at the edge to a large number of users in the metaverse is quite challenging. In this article, we propose an adaptive edge resource allocation method based on multiagent soft actor-critic with graph convolutional networks (SAC-GCN). Specifically, SAC-GCN models the multiuser metaverse environment as a graph where each agent is denoted by a node. Each agent learns the interplay between agents by graph convolutional networks with a self-attention mechanism to further determine the resource usage for one user in the metaverse. The effectiveness of SAC-GCN is demonstrated through the analysis of user experience, balance of resource allocation, and resource utilization rate by taking a virtual city park metaverse as an example. Experimental results indicate that SAC-GCN outperforms other resource allocation methods in improving overall user experience, balancing resource allocation, and increasing resource utilization rate by at least 27%, 11%, and 8%, respectively.","Attention mechanism, extended reality (XR), graph convolutional network, multiagent reinforcement learning","Multiaccess Edge Computing (MEC)","Metaverse, Edge Computing, Reinforcement Learning","Thing-edge-cloud collaborative architecture with SAC-GCN","Human and Machine Agents","Multiagent Soft Actor-Critic with Graph Convolutional Networks (SAC-GCN)","Simulation with virtual city park metaverse scenario","Comparison with DQN, ISAC, GCC-G, and BBR-G under varying network conditions","Resource allocation fairness, Latency, Dynamic user demands","The research gap is that existing studies on edge resource allocation for the metaverse either lack consideration of human-centric factors affecting Quality of Experience (QoE) or fail to model the dynamic interactions between multiple users in a collaborative environment. Most prior works focus on single-agent or non-cooperative frameworks, ignoring the complex interdependencies among users and the need for adaptive resource allocation in highly dynamic metaverse scenarios. Additionally, there is a shortage of methods that effectively balance QoE optimization with fair resource distribution, especially in environments with varying network conditions and user demands. The integration of graph-based models to capture spatial-temporal relationships between users in metaverse networks has also been underexplored.","Lack of real-world deployment validation, Limited scalability testing","Zijian Long, Haiwei Dong, Abdulmotaleb El Saddik",2023,IEEE Internet of Things Journal,Journal Article
"27","Hierarchical Deep Reinforcement Learning With Experience Sharing for Metaverse in Education","Metaverse has gained increasing interest in education, with much of literature focusing on its great potential to enhance both individual and social aspects of learning. However, little work has been done to address the systems and technologies behind providing meaningful Metaverse learning. This article proposes a technical framework to address this research gap, where a hierarchical multiagent reinforcement learning approach with experience sharing is developed to augment the intelligence of nonplayer characters in Metaverse learning for personalization. The utility and benefits of the proposed framework and methodologies are demonstrated in Gridlock, a Metaverse learning game, as well as through extensive simulations.","ACP, experience sharing, metaverse learning, reinforcement learning (RL)","Educational Metaverse Platform","Development of hierarchical deep reinforcement learning with experience sharing for Metaverse in education","The system architecture is based on the ACP (Artificial societies, Computational experiments, and Parallel execution) framework, including a high-level agent for task prioritization and multiple low-level agents for specific subtasks, with an experience sharing mechanism between agents.","High-level agent prioritizes learning tasks, low-level agents provide task-specific assistance. NPCs include skilled learner, apprentice learner, and tutor NPCs to interact with learners and personalize learning experiences.","Hierarchical reinforcement learning (HRL) with experience sharing. High-level agent manages task prioritization, low-level agents handle specific tasks. Experience sharing between low-level agents using weighted mutual experience sharing based on similarity metrics.","Numerical simulations and case study in Gridlock, a Metaverse learning game. Evaluated using cumulative reward, steps taken to completion, and comparison with single-agent and other multiagent approaches.","Experimental design includes simulations with binary decision trees to model learner responses, and a case study in Gridlock game with 8 low-level agents. Parameters such as learning rate, discount factors, and batch size are configured as specified in Table I.","Addressing state explosion and convergence time in RL for Metaverse learning, creating effective 'brain' for decision-making in Metaverse, and personalizing learning experiences through NPC interactions.","Lack of technical frameworks and methodologies for meaningful Metaverse learning, especially in designing intelligent NPCs and addressing computational intensity and training time in RL.","The computational experiments are in early stages, and the framework needs validation in more Metaverse learning applications.","Ryan Hare, Ying Tang","2023","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal article"
"28","Human-Aware Dynamic Hierarchical Network Control for Distributed Metaverse Services","Metaverse has emerged as a revolutionary technique for transforming the way people interact with digital content, which relies on a distributed computing and communication infrastructure, encompassing terminal users, edge servers, and cloud servers. However, the rapid evolution of the Metaverse presents challenges that surpass the capabilities of existing communication and network infrastructures, particularly on network bandwidth and latency. Additionally, human experience becomes a critical factor in this domain. Therefore, we introduce a human-aware hierarchical software defined network (SDN) architecture consisting of a Metaverse cloud layer, a mobile edge computing (MEC) server empowered edge layer, and a distributed terminal layer. Each MEC server dynamically controls a multi-antenna base station (BS) and several reconfigurable intelligent surfaces (RISs) according to the terminal immersive experience requirements in real-time. To overcome the bandwidth limitation, we propose a novel smart reconfigurable spatial reuse new radio in unlicensed spectrum (NR-U) framework, which can realize customizable communications through flexibly and coordinately reconfiguring beams among the coordination between BSs and RISs. The objective function is formulated as a Lyapunov optimization based decentralized partially-observable Markov decision process (Dec-POMDP) problem to maximize the spectral efficiency while guaranteeing the latency and reliability requirements in Metaverse, via a joint user selection, phase-shift control, and beam coordination strategy. To solve the above non-convex, strongly coupled, and mixed integer nonlinear programming (MINLP), we propose a novel multi-agent hierarchical deep reinforcement learning (MAHDRL) algorithm that integrates deep Q-network (DQN) to solve discrete problems, deep deterministic policy gradient (DDPG) to solve continuous problems, and mixing network to capture complex interactions between multiple agents. Numerical results demonstrate the effectiveness of the proposed algorithm and verify the performance improvements compared to traditional multi-agent deep reinforcement learning (MADRL) algorithms.","Human-aware, dynamic network control, multi-agent, distributed coordination, NR-U, RIS, metaverse","Distributed Computing and Communication Infrastructure","Metaverse, Network Bandwidth Optimization, Latency Reduction","Hierarchical SDN Architecture with Cloud, Edge, and Terminal Layers","Terminal Users, Edge Servers, Cloud Servers","Multi-Agent Hierarchical Deep Reinforcement Learning (MAHDRL)","Numerical Simulations with RIS-assisted NR-U Network","Comparison with MAHDRL without RIS, MADDPG, and CC-MAHDRL","Bandwidth Limitations, Latency Requirements, Human Experience","Lack of real-world deployment validation, Limited scalability testing","The evaluation limitations are as follows: The simulation environment may not fully replicate all real-world dynamics, such as unpredictable environmental interferences and complex user behaviors. The proposed framework is evaluated under specific network configurations (e.g., number of BSs, RIS elements), and its performance in large-scale and highly dynamic networks requires further verification. The current study focuses on single-type service scenarios, and the adaptability to mixed-service environments in practical metaverse applications remains unaddressed.","Qimei Chen, Ruixue Li, Xiaoxia Xu, Jing Wu, Hao Jiang, Meikang Qiu",2024,IEEE Journal on Selected Areas in Communications,Journal Article
"29","Improving End-To-End Latency Fairness Using a Reinforcement-Learning-Based Network Scheduler","In services such as metaverse, which should provide a constant quality of service (QoS) regardless of the user’s physical location, the end-to-end (E2E) latency must be fairly distributed over any flow in the network. To this end, we propose a reinforcement learning (RL)-based scheduler for minimizing the maximum network E2E latency. The RL model used the double deep Q-network (DDQN) with the prioritized experience replay (PER). In order to see the performance change according to the type of RL agent, we implemented a single-agent environment where the controller is an agent and a multi-agent environment where each node is an agent. Since the agents were unable to identify E2E latencies in the multi-agent environment, the state and reward were formulated using the estimated E2E latencies. To precisely evaluate the RL-based scheduler, we set out benchmark algorithms to compare with which a network-arrival-time-based heuristic algorithm (NAT-HA) and a maximum-estimated-delay-based heuristic algorithm (MED-HA). The RL-based scheduler, first-in-first-out (FIFO), round-robin (RR), NAT-HA, and MED-HA were compared through large-scale simulations on four network topologies. The simulation results in fixed-packet generation scenarios showed that our proposal, the RL-based scheduler, achieved the minimization of maximum E2E latency in all the topologies. In other scenarios with random flow generation, the RL-based scheduler and MED-HA showed the lowest maximum E2E latency for all topologies. Depending on the topology, the maximum E2E latency of NAT-HA was equal to or larger than that of the RL-based scheduler. In terms of fairness, the RL-based scheduler showed a higher level of fairness than that of FIFO and RR. NAT-HA had similar or lower fairness than the RL-based scheduler depending on the topology, and MED-HA had the same level of fairness as the RL-based scheduler.","min-max criterion, reinforcement learning, double-deep Q-learning, prioritized experience replay, end-to-end latency, fairness","Network Scheduling Platform","Improving end-to-end latency fairness in network scheduling using reinforcement learning","The system architecture includes a single-agent (SARL) and multi-agent (MARL) environment. SARL uses a controller to manage nodes, while MARL has each node as an agent. The RL model employs DDQN with PER, and the state and reward are based on estimated E2E latencies.","In SARL, the controller acts as the agent, receiving state information from nodes and sending control messages. In MARL, each node is an agent, making independent decisions based on local queue information.","The behavior mechanism uses DDQN with PER for learning. The agent selects queues to service based on estimated E2E latencies, aiming to minimize the maximum E2E latency. State includes queue information, and reward is based on transmitted and remaining packets' estimated delays.","Simulations on four network topologies comparing the RL-based scheduler with FIFO, RR, NAT-HA, and MED-HA. Metrics include maximum E2E latency, latency fairness index, and maximum latency fairness index.","Experiments use fixed and random packet generation scenarios. The RL model is implemented with TensorFlow, using hyperparameters like learning rate, discount factor, and batch size. Topologies include linear, tree, single-node, and cyclic structures.","Ensuring fair distribution of E2E latency in networks, especially for services like metaverse, and addressing large state and action spaces in RL for network scheduling.","Existing studies focus on deadline achievement rather than E2E latency fairness. There is a gap in using RL to minimize maximum E2E latency and improve fairness in dynamic network environments.","Simulations assume fixed transmission delay and infinite queue capacity, which may not fully reflect real-world network conditions. The RL model's performance in extremely large-scale networks is untested.","Juhyeok Kwon, Jihye Ryu, Jee Hang Lee, Jinoo Joung","2023","Applied Sciences","Journal article"
"30","Joint Quantum Reinforcement Learning and Stabilized Control for Spatio-Temporal Coordination in Metaverse","This paper proposes a novel system-wide coordination algorithm for high synchronization between physical-space and virtual meta-space in metaverse systems. The algorithm consists of three stages: QMARL-based scheduling for low-delay temporal synchronization, avatar-popularity-aware virtual content creation for spatial synchronization, and AoI-aware caching strategies for faster spatio-temporal synchronization.","Age-of-Information, metaverse, quantum reinforcement learning, synchronization","Metaverse","Quantum Reinforcement Learning, Spatio-Temporal Coordination","Three-stage architecture (QMARL-based scheduler, synchronization-centric meta-space control, dynamic caching strategy)","Service Providers (SPs), Observers, Metaverse Server","QMARL-based scheduling, Lyapunov optimization, Avatar-popularity-aware control","Simulation-based evaluation with system parameters and benchmarks","Physical-space and meta-space maps (2,500 m × 2,500 m), Observer velocity (20 m/s), Data quality levels (4 levels)","High-dimensional action spaces, Scalability in NISQ era, Stability in storage occupancy","First to differentiate AoI into physical and virtual AoI, First to utilize QMARL for metaverse data gathering","Limited to simulation, No real-world deployment","Soohyun Park, Jaehyun Chung, Changyoung Park, Soyi Jung, Minscok Choi, Sungrae Cho, Joongheon Kim","2024","IEEE Transactions on Mobile Computing","Journal Article"
"31","MARL Sim2real Transfer: Merging Physical Reality With Digital Virtuality in Metaverse","Metaverse is an artificial virtual world mapped from and interacting with the real world. In metaverse, digital entities coexist with their physical counterparts. Powered by deep learning, metaverse is inevitably becoming more intelligent in the interactions between reality and virtuality. However, it is confronted with a nontrivial problem known as sim2real transfer when deep learning techniques try to bridge the reality gap between the physical world and simulations. In this article, we use multiagent deep reinforcement learning (MARL) to implement collective intelligence for digital entities as well as their physical counterparts. To model the immersive environments in metaverse, we define a nonstationary variant of Markov games and propose a recurrent MARL solution to it. Based on the solution, MARL sim2real transfer that bridges real and virtual multiple unmanned aerial vehicle (multi-UAV) systems is successfully conducted by employing recurrent multiagent deep deterministic policy gradient (R-MADDPG) with the domain randomization technique. Additionally, we use perception-control modularization to improve the generalization performance of MARL policies and make training more efficient.","Metaverse, multiagent deep reinforcement learning (MARL), multiple unmanned aerial vehicle (multi-UAV), nonstationary Markov game, sim2real transfer","Metaverse Simulation Platform","The system architecture integrates metaverse with multi-UAV systems, featuring a nonstationary Markov game model for dynamic environments. It includes simulation (Airsim) and physical UAV systems, with perception-control modularization for target detection and MARL-based control.","UAVs act as agents in both simulated and physical environments, collaborating to deliver goods. Each UAV functions as an autonomous agent with private observations and shared rewards in a cooperative task.","The behavior mechanism uses nonstationary Markov games to model dynamic environments, solved by recurrent MARL (R-MADDPG) with domain randomization. Perception-control modularization divides tasks into CNN-based target detection and MARL-based control, enhancing generalization.","Simulation-based evaluation on Airsim with domain randomization, comparing R-MADDPG against baseline policies. Real-world experiments on physical multi-UAV systems measuring completion rates and timings.","Experiments involve 2-UAV cooperative delivery tasks in simulated (Airsim) and real-world environments. Domain parameters (noise, flight height, distances) are randomized. Training uses 20,000 episodes with ADAM optimizer.","Bridging the reality gap between simulations and physical UAV systems, handling nonstationary environments, and improving policy generalization.","Most MARL studies lack real-world validation. Existing sim2real transfer methods ignore nonstationary Markov games and memory-based policies, limiting adaptability to dynamic systems.","Most multi-agent reinforcement learning (MARL) studies are confined to simulation environments, lacking real-world validation. Existing sim2real transfer methods fail to adequately address nonstationary Markov game models and memory-based policy design, thus limiting their adaptability to dynamic and uncertain real-world systems.","Simulations may not fully replicate real-world dynamics (e.g., wind, sensor errors). Physical experiments are limited to small-scale UAV teams, requiring larger-scale validation.","Haoran Shi, Guanjun Liu, Kaiwen Zhang, Ziyuan Zhou, Jiacun Wang",2023,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Journal article
"32","MADRL-Based Joint Edge Caching and Bitrate Selection for Multicategory 360° Video Streaming","This article proposes a multiagent deep-reinforcement-learning-based joint edge caching and bitrate selection strategy for multicategory 360° video streaming to improve users’ average Quality of Experience (QoE). The strategy employs different edge caching and bitrate selection strategies for different video categories to enable fine-grained performance optimization.","Bitrate selection, edge caching, multiagent deep reinforcement learning (MADRL), multicategory 360° video streaming, Quality of Experience (QoE)","360° Video Streaming","Edge Caching, Bitrate Selection, Multiagent Deep Reinforcement Learning","Multiagent cooperative Markov decision process (MDP) with FoV-aware operation","Video Categories (Agents)","FoV-aware Multiagent Soft Actor-Critic (FA-MASAC) algorithm","Simulation-based evaluation with real-world datasets","Trace-driven experiments with two datasets (Data Set1 and Data Set2), varying cache sizes (5%-25%), and user request proportions (10%-50%)","High-dimensional decision space, Dynamic user requests, Diverse QoE requirements","Neglect of diverse QoE requirements in existing QoE-driven strategies","Limited to simulation, No real-world deployment, Fixed video duration assumption","Jiaxin Zeng, Xiaobo Zhou, Keqiu Li","2023","IEEE Internet of Things Journal","Journal Article"
"33","Metaversal intelligence: Unifying human-AI interactions in human-in-the-loop AIB-Metaverse","The convergence of 6G and Web 3 technologies with the Metaverse necessitates user-centric, intelligent solutions to address challenges of adaptability, scalability, and efficiency in decentralized systems. This paper introduces the Human-AI Blockchain (HAIB) Metaverse architecture and the Intelligent Smart Contract (InSC) framework, which integrate Reinforcement Learning (RL) and extended stigmergy to optimize multi-agent interactions and enable dynamic, self-executing smart contracts. The HAIB architecture enhances human-AI collaboration through a human-in-the-loop approach, facilitating adaptive decision-making and efficient resource allocation. Serving as the cognitive core, the InSC framework combines dynamic environmental feedback with real-time data analytics to enable intelligent decision-making. Experimental evaluations demonstrate that the proposed framework reduces gas consumption by 32–33% while increasing cumulative rewards. These findings highlight the significant potential of intelligent smart contracts in advancing decentralized intelligence within the Metaverse.","Blockchain, Extended stigmergy, HAIB-Metaverse architecture, Intelligent smart contract, Reinforcement learning algorithms, Web 3","Metaverse Platform","Development of human-AI interaction systems in the Metaverse through intelligent smart contracts and extended stigmergy","The system architecture includes the HAIB-Metaverse with layers: Interaction Layer, Human-in-the-Loop/AI Interactive Layer, and Smart Decision Layer. It integrates RL, extended stigmergy, and on/off-chain methodology.","Agents include RL agents, extended stigmergic agents, and human users. RL agents optimize actions using DQL, extended stigmergic agents facilitate indirect communication, and humans provide input through the interactive layer.","The behavior mechanism uses DQL for adaptive decision-making, extended stigmergy for dynamic environmental interaction, and on/off-chain separation for efficient execution. Stigmergy updates are based on transaction success rate and Q-values.","Simulations comparing conventional vs. extended stigmergy on gas usage and cumulative rewards. Evaluation of InSC framework against existing gas optimization methods.","Hybrid on-chain (Solidity) and off-chain (Python) simulation environment on Sepolia Testnet. Parameters include learning rate, discount factor, and number of agents. Experiments conducted over 100 episodes.","Adaptability, scalability, and efficiency in decentralized Metaverse systems. Bridging human-AI interaction gaps in dynamic environments.","Existing smart contracts lack adaptability and self-awareness. There is a gap in integrating human intelligence with AI for collective decision-making in the Metaverse.","Simulations focus on specific parameters and may not fully represent complex real-world Metaverse scenarios. The framework’s performance in large-scale, highly dynamic environments needs further validation.","Minoo Soltanshahi, Martin Maier","2025","Computer Networks","Journal article"
"34","Multi-Agent DRL for Queue-Aware Task Offloading in Hierarchical MEC-Enabled Air-Ground Networks","Mobile edge computing (MEC)-enabled air-ground networks advance 6G wireless networks by utilizing aerial base stations (ABSs) such as unmanned aerial vehicles (UAVs) and high altitude platform stations (HAPS) to provide dynamic services to ground IoT devices (IoTDs). These IoTDs support real-time applications like multimedia and Metaverse services, which demand high computational resources and strict quality of service (QoS) guarantees, specifically in terms of latency and efficient task queue management. However, IoTDs often face constraints in energy and computational power, requiring efficient queue management and task scheduling to maintain QoS. To address these challenges, UAVs and HAPS are deployed to supplement the computational limitations of IoTDs by offloading tasks for distributed processing. Due to UAVs' resource limitations, particularly in terms of power and coverage area, HAPS are used to enhance their capabilities and extend coverage. Overloaded UAVs may relay tasks to HAPS, creating a multi-tier computing system. This paper addresses the overall energy minimization problem in the MEC-enabled air-ground integrated network (MAGIN) by optimizing UAV trajectories, computing resource allocation, and queue-aware task offloading decisions. The optimization problem is highly complex due to the nonconvex and nonlinear nature of this hierarchical system, which traditional methods cannot effectively solve. To tackle this, we reformulate the problem as a multi-agent Markov decision process (MDP) with continuous action spaces and heterogeneous agents. We propose a novel variant of multi-agent proximal policy optimization (MAPPO) with Beta distribution (MAPPO-BD) to solve this problem. Extensive simulations show that MAPPO-BD significantly outperforms other baselines, achieving superior energy savings and efficient resource management in MAGIN, while adhering to constraints related to queue delays and edge computing capabilities.","Mobile edge computing, multi-agent deep reinforcement learning, edge network, air-ground network, Metaverse","UAVs, HAPS, IoT devices","6G wireless networks, IoT, MEC","Hierarchical multi-tier computing (IoTDs, UAVs, HAPS)","IoTD agents: optimize offloading ratio; UAV agents: optimize trajectories and resource allocation; HAPS agent: optimize resource allocation","MAPPO-BD (Multi-Agent Proximal Policy Optimization with Beta Distribution)","Simulation-based comparison with MADDPG, MAPPO-ND, and PO-MAPPO-BD","Coverage area: 1x1 Km; IoTDs: 50-100; UAVs: 2-5; Hotspots: 4-7; Task size: 0.15-0.45 MB; Delay: 100-500 ms","Energy minimization, latency constraints, resource allocation","Existing hierarchical frameworks often neglect dynamic queue management and efficient UAV-HAPS coordination","Limited to simulation; lacks real-world dynamic conditions (e.g., varying interference, unpredictable mobility)","Muhammet Hevesli, Abegaz Mohammed Seid, Aiman Erbad, Mohamed Abdallah","2025","IEEE Transactions on Cognitive Communications and Networking","Journal"
"35","Metaverse Community Group Loyalty Contagion and Regulation Model Based on User Stickiness","The investigation into the micro-social behaviours of groups in metaverse communities is minimal. This paper proposes a user stickiness-based loyalty contagion and regulation model in a metaverse community inspired by user stickiness in the real world. We hope to establish a link between user stickiness and group loyalty through community regulation, enhance user stickiness, and improve metaverse community loyalty. We verified the feasibility and robustness of the model through simulation experiments and obtained the optimal community regulation intensity through sensitivity analysis experiments. Our results show that communities can maintain healthy long-term development when optimal community regulation intensity is adopted.","Metaverse ecosystem, Social behaviour modelling, User stickiness, Loyalty, Group simulation, Multi-Agents","Metaverse Community Platform","Micro-social behavior modeling and loyalty regulation in metaverse communities based on user stickiness","The system architecture includes the AIR (Agent Index Regulation) model with four modules: environment, agent, index, and regulation. The model simulates user behavior and community loyalty changes.","Agents represent users in the metaverse community, exhibiting behavior preferences and area changes based on user stickiness and environmental influences.","The behavior mechanism uses a multi-agent system to model user behavior changes, with community regulation maintaining loyalty index through feedback from the index module.","Simulation experiments to verify model feasibility and animation demonstration; sensitivity analysis experiments to determine optimal community regulation intensity.","Simulation experiments with different agent numbers and community regulation intensities; sensitivity analysis using community loyalty index data at specific time nodes.","Maintaining healthy long-term development of metaverse communities and establishing the link between user stickiness and community loyalty.","Limited research on micro-social behaviors of groups in metaverse communities and the impact of user stickiness on community loyalty.","The model needs migration to real-world metaverse communities and consideration of unique VR properties like perception, immersion, and embodiment.","Junxiao Xue, Mingchuang Zhang","2023","2023 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)","Conference article"
